DiseaseName_ARD_Paper,MESH_ID,X,Category,Likelihood.disease.is.ageing.related,Name_node,Phenotyping_Algorithms,MESH_Term,All_MESH,All_MESH_Terms,filter_frames,Updated_Term,Search_term
Scleroderma,MESH:D012595,Scleroderma,Musculoskeletal,High,scleroderma,Scleroderma,"Scleroderma, Systemic",MESH:D045743,"Scleroderma, Diffuse","r'\bprogressive scleroderma\b', r'\bsudden onset sclerodermas\b', r'\bsudden onset scleroderma\b', r'\bdiffuse systemic scleroses\b', r'\bdiffuse systemic sclerosis\b', r'\bprogressive systemic sclerosis\b', r'\bdiffuse scleroderma\b', r'\bdiffuse cutaneous systemic sclerosis\b'",NA,"r'\bprogressive scleroderma\b', r'\bsudden onset sclerodermas\b', r'\bsudden onset scleroderma\b', r'\bdiffuse systemic scleroses\b', r'\bdiffuse systemic sclerosis\b', r'\bprogressive systemic sclerosis\b', r'\bdiffuse scleroderma\b', r'\bdiffuse cutaneous systemic sclerosis\b'"
Scleroderma,MESH:D012595,Scleroderma,Musculoskeletal,High,scleroderma,Scleroderma,"Scleroderma, Systemic",MESH:D045745,"Scleroderma, Limited","r'\blimited systemic scleroderma\b', r'\blimited systemic sclerodermas\b', r'\blimited scleroderma\b'",NA,"r'\blimited systemic scleroderma\b', r'\blimited systemic sclerodermas\b', r'\blimited scleroderma\b'"
Scoliosis,MESH:D012600,Scoliosis,Musculoskeletal,High,scoliosis,Scoliosis,Scoliosis,MESH:D012600,Scoliosis,"r'\bscolioses\b', r'\bscoliosis\b'",NA,"r'\bscolioses\b', r'\bscoliosis\b'"
Seborrheic Dermatitis,MESH:D012628,Seborrheic_Dermatitis,Skin,High,seb_derm,Seborrheic Dermatitis,"Dermatitis, Seborrheic",MESH:D012628,"Dermatitis, Seborrheic","r'\bseborrheic dermatitides\b', r'\bseborrheic dermatitis\b', r'\bdermatitis seborrheica\b', r'\bseborrhea\b'",added synonyms,"r'\bseborrheic dermatitides\b', r'\bseborrheic dermatitis\b', r'\bdermatitis seborrheica\b', r'\bseborrhea\b', r'\bseborrheic eczema\b', r'\bseborrhoea\b', r'\bseborrhoeic dermatitis\b', r'\bseborrhoeic eczema\b', r'\bdermatitis seborrheica\b', r'\bdermatitis seborrheic\b', r'\bdermatitis seborrhoeic\b', r'\beczema seborrheic\b', r'\beczema seborrhoeic\b', r'\bseborheic dermatitis\b', r'\bseborrheic diathesis\b'"
"Secondary Malignancy, Adrenal",MESH:D000310,Secondary_Malignancy_Adrenal,Cancers,High,malig_sec_adrenal,Secondary Malignancy - Adrenal,Adrenal Gland Neoplasms,MESH:D000310,Adrenal Gland Neoplasms,"r'\badrenal cancer\b', r'\badrenal gland cancer\b', r'\badrenal cancers\b', r'\badrenal gland cancers\b', r'\badrenal neoplasm\b', r'\badrenal gland neoplasm\b', r'\badrenal neoplasms\b', r'\badrenal gland neoplasms\b', r'\bcancer of the adrenal gland\b'",added mets,"r'\bsecondary adrenal cancer\b', r'\bsecondary adrenal cancers\b', r'\bsecondary adrenal gland cancer\b', r'\bsecondary adrenal gland cancers\b', r'\bsecondary malignant adrenal gland neoplasm\b', r'\bsecondary malignant adrenal neoplasm\b', r'\bsecondary malignant adrenal neoplasms\b', r'\bsecondary cancer of the adrenal gland\b', r'\bsecondary malignant adrenal gland neoplasms\b', r'\badrenal metastases\b', r'\badrenal gland metastases\b', r'\badrenal metastasis\b', r'\badrenal gland metastasis\b', r'\bmetastases to adrenals\b', r'\bmetastases to the adrenals\b', r'\bmetastasis to adrenal\b', r'\bmetastasis to the adrenal\b', r'\bmetastatic malignant neoplasm to the adrenal\b', r'\bmetastatic neoplasm to the adrenal\b', r'\bmetastatic neoplasm to the adrenals\b', r'\bmetastatic tumor to the adrenal\b', r'\bmetastatic tumour to the adrenal\b', r'\bmetastatic tumor to the adrenals\b', r'\bmetastatic tumour to the adrenals\b', r'\bmetastatic malignant neoplasm in the adrenal\b', r'\bmetastatic malignant neoplasm in the adrenals\b'"
"Secondary Malignancy, Adrenal",MESH:D000310,Secondary_Malignancy_Adrenal,Cancers,High,malig_sec_adrenal,Secondary Malignancy - Adrenal,Adrenal Gland Neoplasms,MESH:D000306,Adrenal Cortex Neoplasms,"r'\badrenal cortex cancer\b', r'\badrenocortical cancer\b', r'\badrenal cortex cancers\b', r'\badrenocortical cancers\b', r'\badrenal cortex neoplasm\b', r'\badrenal cortex neoplasms\b', r'\bcancer of adrenal cortex\b', r'\bcancer of the adrenal cortex\b'",added mets,"r'\bsecondary adrenal cortex cancer\b', r'\bsecondary adrenal cortex cancers\b', r'\bsecondary adrenal cortex neoplasm\b', r'\bsecondary adrenocortical cancer\b', r'\bsecondary adrenocortical cancers\b', r'\bsecondary cancer of adrenal cortex\b', r'\bsecondary cancer of the adrenal cortex\b', r'\bsecondary adrenal cortex neoplasms\b', r'\badrenal cortex metastasis\b', r'\badrenal cortex metastases\b', r'\badrenocortial metastasis\b', r'\badrenocortical metastases\b'"
"Secondary Malignancy, Bone",MESH:D001859,Secondary_Malignancy_Bone,Cancers,High,malig_sec_bone,Secondary Malignancy - Bone,Bone Neoplasms,MESH:D001859,Bone Neoplasms,"r'\bbone neoplasm\b', r'\bbone neoplasms\b', r'\bbone cancer\b', r'\bcancer of bone\b', r'\bcancer of the bone\b'",removed benign,"r'\bsecondary bone cancer\b', r'\bsecondary bone neoplasm\b', r'\bsecondary cancer of the bone\b', r'\bsecondary malignancy of the bone\b', r'\bsecondary bone neoplasms\b', r'\bsecondary bone cancers\b', r'\bsecondary bone malignancies\b', r'\bbone metastases\b', r'\bbone metastasis\b', r'\bosseous metastatic disease\b'"
"Secondary Malignancy, Bowel",MESH:D007414,Secondary_Malignancy_Bowel,Cancers,High,malig_sec_bowel,Secondary Malignancy - Bowel,Intestinal Neoplasms,MESH:D007414,Intestinal Neoplasms,"r'\bintestinal cancer\b', r'\bintestines cancer\b', r'\bintestinal cancers\b', r'\bintestines cancers\b', r'\bintestinal neoplasm\b', r'\bintestines neoplasm\b', r'\bintestinal neoplasms\b', r'\bintestines neoplasms\b', r'\bcancer of intestines\b', r'\bcancer of the intestines\b'","removed benign, added synonyms","r'\bsecondary cancer of bowel\b', r'\bsecondary cancers of the bowel\b', r'\bsecondary bowel cancer\b', r'\bsecondary bowel cancers\b', r'\bsecondary bowel neoplasm\b', r'\bsecondary bowel neoplasms\b', r'\bsecondary neoplasm of bowel\b', r'\bsecondary neoplasms of the bowel\b', r'\bsecondary bowel tumor\b', r'\bsecondary bowel tumors\b', r'\bsecondary tumor of bowel\b', r'\bsecondary tumors of the bowel\b', r'\bsecondary bowel tumour\b', r'\bsecondary bowel tumours\b', r'\bsecondary tumour of bowel\b', r'\bsecondary tumours of the bowel\b', r'\bbowel secondary\b', r'\bbowel secondaries\b', r'\bbowel metastasis\b', r'\bbowel metastases\b', r'\bsecondary malignancy of bowel\b', r'\bsecondary malignancies of the bowel\b', r'\bsecondary bowel malignancy\b', r'\bsecondary bowel malignancies\b', r'\bcolonic metastases\b', r'\bcolonic metastasis\b', r'\bmetastatic neoplasm of the colon\b', r'\bmetastatic neoplasms of the colon\b', r'\bmetastatic tumor of the colon\b', r'\bmetastatic tumour of the colon\b', r'\bmetastatic tumors of the colon\b', r'\bmetastatic tumours of the colon\b', r'\bmetastases to the colon\b', r'\bmetastases to the ascending colon\b', r'\bmetastases to the transverse colon\b', r'\bmetastases to the descending colon\b', r'\bmetastases to the large intestine\b', r'\bmetastases to the sigmoid colon\b', r'\bmetastasis to the colon\b', r'\bmetastasis to the ascending colon\b', r'\bmetastasis to the transverse colon\b', r'\bmetastasis to the descending colon\b', r'\bmetastasis to the large intestine\b', r'\bmetastasis to the sigmoid colon\b', r'\bmetastatic malignant neoplasm of colon\b', r'\bsecondary malignant neoplasm of colon\b', r'\bsecondary malignant neoplasm of ascending colon\b', r'\bmetastatic malignant neoplasm of ascending colon\b', r'\bsecondary malignant neoplasm of transverse colon\b', r'\bmetastatic malignant neoplasm of transverse colon\b', r'\bsecondary malignant neoplasm of descending colon\b', r'\bmetastatic malignant neoplasm of descending colon\b', r'\bsecondary malignant neoplasm of large intestine\b', r'\bmetastatic malignant neoplasm of large intestine\b', r'\bsecondary malignant neoplasm of sigmoid colon\b', r'\bmetastatic malignant neoplasm of sigmoid colon\b', r'\bmetastatic malignant neoplasm of the colon\b', r'\bsecondary malignant neoplasm of the colon\b', r'\bsecondary malignant neoplasm of the ascending colon\b', r'\bmetastatic malignant neoplasm of the ascending colon\b', r'\bsecondary malignant neoplasm of the transverse colon\b', r'\bmetastatic malignant neoplasm of the transverse colon\b', r'\bsecondary malignant neoplasm of the descending colon\b', r'\bmetastatic malignant neoplasm of the descending colon\b', r'\bsecondary malignant neoplasm of the descending colon\b', r'\bsecondary malignant neoplasm of the descending colon\b', r'\bsecondary malignant neoplasm of the large intestine\b', r'\bmetastatic malignant neoplasm of the large intestine\b', r'\bsecondary malignant neoplasm of the sigmoid colon\b', r'\bmetastatic malignant neoplasm of the sigmoid colon\b', r'\bmetastatic malignant neoplasm to colon\b', r'\bsecondary malignant neoplasm to colon\b', r'\bsecondary malignant neoplasm to ascending colon\b', r'\bmetastatic malignant neoplasm to ascending colon\b', r'\bsecondary malignant neoplasm to transverse colon\b', r'\bmetastatic malignant neoplasm to transverse colon\b', r'\bsecondary malignant neoplasm to descending colon\b', r'\bmetastatic malignant neoplasm to descending colon\b', r'\bsecondary malignant neoplasm to descending colon\b', r'\bsecondary malignant neoplasm to descending colon\b', r'\bsecondary malignant neoplasm to large intestine\b', r'\bmetastatic malignant neoplasm to large intestine\b', r'\bsecondary malignant neoplasm to sigmoid colon\b', r'\bmetastatic malignant neoplasm to sigmoid colon\b'"
"Secondary Malignancy, Brain",MESH:D001932,Secondary_Malignancy_Brain,Cancers,High,malig_sec_brain,Secondary Malignancy - Brain,Brain Neoplasms,MESH:D001932,Brain Neoplasms,"r'\bbrain benign neoplasm\b', r'\bbrain benign neoplasms\b', r'\bbenign brain neoplasm\b', r'\bmalignant brain neoplasm\b', r'\bprimary brain neoplasm\b', r'\bbenign brain neoplasms\b', r'\bmalignant brain neoplasms\b', r'\bprimary brain neoplasms\b', r'\bprimary malignant brain neoplasms\b', r'\bprimary brain tumor\b', r'\brecurrent brain tumor\b', r'\bprimary brain tumors\b', r'\brecurrent brain tumors\b', r'\bbrain cancer\b', r'\bbrain cancers\b', r'\bbrain malignant neoplasm\b', r'\bbrain malignant neoplasms\b', r'\bbrain neoplasm\b', r'\bintracranial neoplasm\b', r'\bbrain neoplasms\b', r'\bintracranial neoplasms\b', r'\bbrain tumor\b', r'\bbrain tumors\b', r'\bcancer of brain\b', r'\bcancer of the brain\b', r'\bmalignant primary brain neoplasms\b', r'\bmalignant primary brain tumors\b', r'\bprimary malignant brain tumors\b'",removed benign,"r'\bbrain metastases\b', r'\bmetastatic brain tumours\b', r'\bmetastatic brain tumors\b', r'\bmetastatic brain tumour\b', r'\bmetastatic brain tumor\b', r'\bmetastatic brain neoplasm\b', r'\bmetastatic brain neoplasms\b', r'\bmetastatic brain cancer\b', r'\bmetastatic brain cancers\b', r'\bsecondary brain tumours\b', r'\bsecondary brain tumors\b', r'\bsecondary brain tumour\b', r'\bsecondary brain tumor\b', r'\bsecondary brain neoplasm\b', r'\bsecondary brain neoplasms\b', r'\bsecondary brain cancer\b', r'\bsecondary brain cancers\b'"
"Secondary Malignancy, Liver",MESH:D008113,Secondary_Malignancy_Liver,Cancers,High,malig_sec_liver,Secondary malignancy - Liver,Liver Neoplasms,MESH:D008113,Liver Neoplasms,"r'\bhepatic cancer\b', r'\bliver cancer\b', r'\bhepatic cancers\b', r'\bhepatocellular cancers\b', r'\bliver cancers\b', r'\bhepatic neoplasm\b', r'\bliver neoplasm\b', r'\bhepatic neoplasms\b', r'\bliver neoplasms\b', r'\bcancer of liver\b', r'\bcancer of the liver\b'","added secondary, added synonyms","r'\bsecondary cancer of liver\b', r'\bsecondary cancer of the liver\b', r'\bsecondary hepatic cancer\b', r'\bsecondary hepatic cancers\b', r'\bsecondary liver cancers\b', r'\bsecondary liver cancer\b', r'\bliver secondaries\b', r'\bliver secondary\b', r'\bliver metastasis\b', r'\bliver metastases\b', r'\bhepatic secondaries\b', r'\bhepatic secondary\b', r'\bhepatic metastasis\b', r'\bhepatic metastases\b', r'\bsecondary tumor of liver\b', r'\bsecondary tumor of the liver\b', r'\bsecondary hepatic tumor\b', r'\bsecondary hepatic tumors\b', r'\bsecondary liver tumors\b', r'\bsecondary liver tumor\b', r'\bsecondary tumour of liver\b', r'\bsecondary tumour of the liver\b', r'\bsecondary hepatic tumour\b', r'\bsecondary hepatic tumours\b', r'\bsecondary liver tumours\b', r'\bsecondary liver tumour\b'"
"Secondary Malignancy, Lung",MESH:D008175,Secondary_Malignancy_Lung,Cancers,High,malig_sec_lung,Secondary Malignancy - Lung,Lung Neoplasms,MESH:D008175,Lung Neoplasms,"r'\blung cancer\b', r'\bpulmonary cancer\b', r'\blung cancers\b', r'\bpulmonary cancers\b', r'\bprotection against lung cancer\b', r'\blung neoplasm\b', r'\bpulmonary neoplasm\b', r'\blung neoplasms\b', r'\bpulmonary neoplasms\b', r'\bsusceptibility to lung cancer susceptibility 2 nicotine dependence\b', r'\badenocarcinoma of lung\b', r'\bcancer of lung\b', r'\bcancer of the lung\b', r'\blung cancer susceptibility 1\b', r'\blung cancer susceptibility 3\b', r'\blung cancer susceptibility 4\b', r'\blung cancer susceptibility 5\b', r'\bsmoking as a quantitative trait locus 3\b'","added secondary, added synonyms","r'\bsecondary cancer of lung\b', r'\bsecondary cancer of the lung\b', r'\bsecondary lung cancer\b', r'\bsecondary lung cancers\b', r'\blung metastases\b', r'\blung metastasis\b', r'\bsecondary lung tumour\b', r'\bsecondary lung tumours\b', r'\bsecondary lung tumor\b', r'\bsecondary lung tumors\b', r'\bsecondary lung neoplasm\b', r'\bsecondary lung neoplams\b', r'\bsecondary pulmonary cancer\b', r'\bsecondary pulmonary cancers\b', r'\bpulmonary metastases\b', r'\bpulmonary metastasis\b', r'\bsecondary pulmonary tumour\b', r'\bsecondary pulmonary tumours\b', r'\bsecondary pulmonary tumor\b', r'\bsecondary pulmonary tumors\b', r'\bsecondary pulmonary neoplasm\b', r'\bsecondary pulmonary neoplams\b'"
"Secondary Malignancy, Lymph Nodes",MESH:D008207,Secondary_Malignancy_Lymph_Nodes,Cancers,High,malig_sec_ln,Secondary Malignancy - Lymph Nodes,Lymphatic Metastasis,MESH:D008207,Lymphatic Metastasis,"r'\blymphatic metastases\b', r'\blymphatic metastasis\b'",removed benign,"r'\blymphatic metastases\b', r'\blymphatic metastasis\b', r'\bsecondary malignancy of lymph nodes\b', r'\bsecondary malignancy of lymph node\b', r'\blymph node metastases\b', r'\blymph node metastasis\b'"
"Secondary Malignancy, other",MESH:D009362,Secondary_Malignancy_other,Cancers,High,malig_sec_other,Secondary Malignancy - Other,Neoplasm Metastasis,MESH:D009362,Neoplasm Metastasis,"r'\bneoplasm metastases\b', r'\bneoplasm metastasis\b', r'\bmetastases\b', r'\bmetastasis\b'",remove surplus,"r'\bmetastases\b', r'\bmetastasis\b'"
"Secondary Malignancy, other",MESH:D009362,Secondary_Malignancy_other,Cancers,High,malig_sec_other,Secondary Malignancy - Other,Neoplasm Metastasis,MESH:D009360,"Neoplastic Cells, Circulating","r'\bcirculating neoplastic cell\b', r'\bcirculating tumor cell\b', r'\bembolic tumor cell\b', r'\bneoplasm circulating cell\b', r'\bcirculating neoplastic cells\b', r'\bcirculating tumor cells\b', r'\bembolic tumor cells\b', r'\bneoplasm circulating cells\b', r'\btumor embolisms\b', r'\btumor embolism\b'",added english spelling,"r'\bcirculating neoplastic cell\b', r'\bcirculating neoplastic cells\b', r'\bcirculating tumor cell\b', r'\bcirculating tumor cells\b', r'\bembolic tumor cell\b', r'\bembolic tumor cells\b', r'\bneoplasm circulating cell\b', r'\bneoplasm circulating cells\b', r'\btumor embolism\b', r'\btumor embolisms\b', r'\bcirculating tumour cell\b', r'\bcirculating tumour cells\b', r'\bembolic tumour cell\b', r'\bembolic tumour cells\b', r'\btumour embolism\b', r'\btumour embolisms\b'"
"Secondary Malignancy, other",MESH:D009362,Secondary_Malignancy_other,Cancers,High,malig_sec_other,Secondary Malignancy - Other,Neoplasm Metastasis,MESH:D009366,Neoplasm Seeding,r'\bneoplasm seeding\b',NA,r'\bneoplasm seeding\b'
"Secondary Malignancy, other",MESH:D009362,Secondary_Malignancy_other,Cancers,High,malig_sec_other,Secondary Malignancy - Other,Neoplasm Metastasis,MESH:D061206,Neoplasm Micrometastasis,"r'\bneoplasm micrometastase\b', r'\bneoplasm micrometastases\b', r'\bneoplasm micrometastasis\b', r'\bmicrometastases\b', r'\bmicrometastasis\b'",remove surplus,"r'\bmicrometastase\b', r'\bmicrometastases\b', r'\bmicrometastasis\b'"
"Secondary Malignancy, Peritoneum",MESH:D010534,Secondary_Malignancy_Peritoneum,Cancers,High,malig_sec_peritoneum,Secondary Malignancy Peritoneum,Peritoneal Neoplasms,MESH:D010534,Peritoneal Neoplasms,"r'\bperitoneal carcinomatosis\b', r'\bperitoneal surface malignancy\b', r'\bperitoneal neoplasm\b', r'\bperitoneal carcinomatoses\b', r'\bperitoneal surface malignancies\b', r'\bperitoneal neoplasms\b'",updated to secondary,"r'\bperitoneal metastasis\b', r'\bperitoneal metastases\b', r'\bsecondary peritoneal cancer\b', r'\bsecondary peritoneal cancers\b', r'\bsecondary peritoneal malignancy\b', r'\bsecondary peritoneal malignancies\b'"
"Secondary Malignancy, Pleura",MESH:D010997,Secondary_Malignancy_Pleura,Cancers,High,malig_sec_pleura,Secondary Malignancy - Pleura,Pleural Neoplasms,MESH:D010997,Pleural Neoplasms,"r'\bpleural neoplasm\b', r'\bpleural neoplasms\b'","updated to secondary, added synonyms","r'\bsecondary pleural cancer\b', r'\bsecondary pleural cancers\b', r'\bsecondary pleural malignancy\b', r'\bsecondary pleural malignancies\b', r'\bsecondary pleural tumor\b', r'\bsecondary pleural tumours\b', r'\bpleural metastases\b', r'\bmetastatic pleural cancer\b', r'\bmetastatic pleural tumor\b', r'\bmetastatic pleural tumour\b', r'\bmetastatic pleural neoplasm\b', r'\bmetastatic pleural cancers\b', r'\bmetastatic pleural tumors\b', r'\bmetastatic pleural tumours\b', r'\bmetastatic pleural neoplasms\b', r'\bpleural metastasis\b', r'\bmetastases to pleura\b', r'\bmetastasis to pleura\b', r'\bpleural seeding\b', r'\bmetastatic to pleura\b', r'\bmetastatic neoplasm to the pleura\b', r'\bmetastatic tumor to the pleura\b', r'\bmetastatic tumour to the pleura\b', r'\bmetastatic neoplasms to the pleura\b', r'\bmetastatic tumors to the pleura\b', r'\bmetastatic tumours to the pleura\b', r'\bmetastasis to the pleura\b', r'\bmetastases to the pleura\b', r'\bmetastatic malignant neoplasm in the pleura\b', r'\bmetastatic neoplasm to the pleura\b', r'\bsecondary malignant tumour of pleura\b', r'\bsecondary malignant tumor of pleura\b', r'\bmetastatic malignant neoplasm to pleura\b', r'\bsecondary malignant neoplasm of pleura\b'"
Secondary Polycythaemia,MESH:D011086,Secondary_Polycythaemia,Haematological/ Immuunoligcal,High,sec_polycythaemia,Secondary Polycythaemia,Polycythemia,MESH:D011086,Polycythemia,"r'\berythrocytoses\b', r'\berythrocytosis\b', r'\bpolycythemias\b', r'\bpolycythemia\b'",added secondary & english spelling,"r'\bsecondary erythrocytoses\b', r'\bsecondary erythrocytosis\b', r'\bsecondary polycythemias\b', r'\bsecondary polycythemia\b', r'\bsecondary polycythaemias\b', r'\bsecondary polycythaemia\b', r'\bpolycythemia secondary\b', r'\bpolycythaemia secondary\b', r'\berythrocytosis secondary\b', r'\bsecondary erythremia\b', r'\bsecondary erythremias\b', r'\bacquired polycythaemia\b', r'\bacquired polycythemia\b', r'\bacquired polycythaemias\b', r'\bacquired polycythemias\b'"
Secondary Pulmonary Hypertension,MESH:D006976,Secondary_Pulmonary_Hypertension,Cardiovascular,High,pulm_htn_sec,Secondary Pulmonary Hypertension,"Hypertension, Pulmonary",MESH:D006976,"Hypertension, Pulmonary","r'\bpulmonary hypertension\b', r'\bpulmonary arterial hypertension\b'","added secondary, added synonyms","r'\bsecondary pulmonary arterial hypertension\b', r'\bsecondary pulmonary hypertension\b', r'\bpulmonary hypertension secondary\b', r'\bpulmonary arterial hypertension secondary\b'"
